device_uid,timestamp,event_type,sensor_data,user_id
868032061578211,1781625600,data.qo,"{""tE"":{""N"":""62.42""},""hL"":{""N"":""54""},""wL"":{""N"":""49.561077""},""tL"":{""N"":""91.4""},""hR"":{""N"":""51.6""},""wR"":{""N"":""37.856873""},""hE"":{""N"":""70.5""},""tR"":{""N"":""84.02""}}",a47854d8-3051-70fa-00ce-ac30661244a5
868032061578211,1781629200,data.qo,"{""tE"":{""N"":""64.04""},""hL"":{""N"":""58.4""},""wL"":{""N"":""49.499855""},""tL"":{""N"":""91.58""},""hR"":{""N"":""48.2""},""wR"":{""N"":""37.877632""},""hE"":{""N"":""66.9""},""tR"":{""N"":""84.74""}}",a47854d8-3051-70fa-00ce-ac30661244a5
868032061578211,1781632800,data.qo,"{""tE"":{""N"":""64.04""},""hL"":{""N"":""54.5""},""wL"":{""N"":""49.535152""},""tL"":{""N"":""91.58""},""hR"":{""N"":""50.3""},""wR"":{""N"":""38.021683""},""hE"":{""N"":""66.9""},""tR"":{""N"":""86""}}",a47854d8-3051-70fa-00ce-ac30661244a5
868032061578211,1781636400,data.qo,"{""tE"":{""N"":""67.82""},""hL"":{""N"":""58.1""},""wL"":{""N"":""49.486553""},""tL"":{""N"":""91.94""},""hR"":{""N"":""50.7""},""wR"":{""N"":""38.006344""},""hE"":{""N"":""61.5""},""tR"":{""N"":""86.54""}}",a47854d8-3051-70fa-00ce-ac30661244a5
868032061578211,1781640000,data.qo,"{""tE"":{""N"":""68""},""hL"":{""N"":""58""},""wL"":{""N"":""49.595207""},""tL"":{""N"":""91.76""},""hR"":{""N"":""46.5""},""wR"":{""N"":""37.864132""},""hE"":{""N"":""60""},""tR"":{""N"":""87.62""}}",a47854d8-3051-70fa-00ce-ac30661244a5
868032061578211,1781643600,data.qo,"{""tE"":{""N"":""69.98""},""hL"":{""N"":""60.6""},""wL"":{""N"":""49.50471""},""tL"":{""N"":""91.94""},""hR"":{""N"":""50.4""},""wR"":{""N"":""37.921955""},""hE"":{""N"":""58.7""},""tR"":{""N"":""88.7""}}",a47854d8-3051-70fa-00ce-ac30661244a5
868032061578211,1781647200,data.qo,"{""tE"":{""N"":""68.18""},""hL"":{""N"":""57.3""},""wL"":{""N"":""49.387608""},""tL"":{""N"":""91.58""},""hR"":{""N"":""50.4""},""wR"":{""N"":""37.547092""},""hE"":{""N"":""61.7""},""tR"":{""N"":""88.7""}}",a47854d8-3051-70fa-00ce-ac30661244a5
868032061578211,1781650800,data.qo,"{""tE"":{""N"":""67.1""},""hL"":{""N"":""59.3""},""wL"":{""N"":""49.313858""},""tL"":{""N"":""91.76""},""hR"":{""N"":""48""},""wR"":{""N"":""37.34589""},""hE"":{""N"":""64.5""},""tR"":{""N"":""88.34""}}",a47854d8-3051-70fa-00ce-ac30661244a5
868032061578211,1781654400,data.qo,"{""tE"":{""N"":""66.2""},""hL"":{""N"":""56.3""},""wL"":{""N"":""49.284195""},""tL"":{""N"":""91.94""},""hR"":{""N"":""47.8""},""wR"":{""N"":""37.446587""},""hE"":{""N"":""66.3""},""tR"":{""N"":""86.9""}}",a47854d8-3051-70fa-00ce-ac30661244a5
868032061578211,1781658000,data.qo,"{""tE"":{""N"":""65.48""},""hL"":{""N"":""54.6""},""wL"":{""N"":""49.277542""},""tL"":{""N"":""91.94""},""hR"":{""N"":""44.2""},""wR"":{""N"":""37.444508""},""hE"":{""N"":""64.6""},""tR"":{""N"":""86.18""}}",a47854d8-3051-70fa-00ce-ac30661244a5
