hive_id,latitude,longitude,date,clock_time,temperature_F,pressure_hPa,cloudiness_percent,humidity_percent,weather_condition_code,weather_overview
DR_WLKS,36.247479,-81.90097,2026-06-12,07:00,69.8,923.3,23,85,51,Mild and humid morning with partly cloudy skies and Light drizzle conditions.
DR_WLKS,36.247479,-81.90097,2026-06-12,14:00,83.4,925.8,37,62,95,Warm and moderately humid afternoon with partly cloudy skies and Thunderstorm conditions.
DR_WLKS,36.247479,-81.90097,2026-06-12,19:00,80.6,923.8,99,65,95,Warm and humid evening with mostly cloudy skies and Thunderstorm conditions.
DR_WLKS,36.247479,-81.90097,2026-06-13,07:00,63.5,922.9,50,89,2,Mild and humid morning with partly cloudy skies and Partly cloudy conditions.
DR_WLKS,36.247479,-81.90097,2026-06-13,14:00,80.2,926.2,28,61,1,Warm and moderately humid afternoon with partly cloudy skies and Mainly clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-13,19:00,81.2,924.5,0,48,0,Warm and moderately humid evening with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-14,07:00,62.4,920.7,0,85,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-14,14:00,78.7,923.6,18,64,0,Warm and moderately humid afternoon with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-14,19:00,72.9,919.2,100,82,3,Warm and humid evening with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-15,07:00,56.9,917.2,3,90,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-15,14:00,67.2,920.6,5,66,0,Mild and humid afternoon with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-15,19:00,68.1,920.4,1,62,0,Mild and moderately humid evening with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-16,07:00,55.1,919.0,97,88,3,Mild and humid morning with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-16,14:00,71.8,920.3,36,61,1,Warm and moderately humid afternoon with partly cloudy skies and Mainly clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-16,19:00,67.4,919.7,100,68,3,Mild and humid evening with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-17,07:00,54.9,917.9,2,83,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-17,14:00,75.3,920.8,18,62,0,Warm and moderately humid afternoon with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-17,19:00,77.1,920.5,7,50,0,Warm and moderately humid evening with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-18,07:00,67.7,918.3,100,77,3,Mild and humid morning with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-18,14:00,81.1,922.4,90,59,3,Warm and moderately humid afternoon with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-18,19:00,80.5,920.8,100,54,3,Warm and moderately humid evening with mostly cloudy skies and Overcast conditions.
